publisher_id,publisher_name,channel,channel_id,custom_url,language,category,language_id,category_id
9147,The Mobile Indian,The Mobile Indian,UCV3LhAvsuoRUfv311OecnfQ,@themobileindianofficial,Hindi,technology,2,14
9198,Lokmat Bhakti,Lokmat Bhakti,UCRPaDR9Y6tOH3Hgi9H23acw,@LokmatBhakti,Marathi,spiritual,4,20
9200,TsMadaan,TsMadaan,UCKjJXmZxk1SiTUQUB28KHpw,@tsmadaan,Hindi,Career,2,26
9202,Pooja Sachdeva,Pooja Sachdeva,UCegyLMBRPQQxdjI2QWDT4_A,@poojasachdeva,Hindi,entertainment,2,3
9205,Showsha,Showsha,UCLnuTrdp3MBzo9ZPig5szbQ,@SHOWSHAIndia,English,entertainment,1,3
9206,News18 Virals,News18 Virals,UCAF1vryFYnaYhbpvL351ntA,@News18Virals,Hindi,news,2,13
9208,Firstpost,Firstpost,UCz8QaiQxApLq8sLNcszYyJw,@Firstpost,English,news,1,13
9209,Viral Bhayani,Viral Bhayani,UC1bdAV8ZlDI8YJWLRPh3fAg,@viralbhayani,English,entertainment,1,3
9210,Astrologer Ridhibahl,Astrologer Ridhibahl,UCpAAWiYOynyaCmWUtiVvCZg,@astrologerridhibahl,Hindi,astrology,2,22
9211,Praveen Dilliwala,Praveen Dilliwala,UCaaNkoAIWG_piI3srX0rxDQ,@praveendilliwala,Hindi,Career,2,26
9213,OTV News,OTV News,UCLICwoQk9zLpb8FpKq9UxpQ,@otvnewsenglish,English,news,1,13
9214,Filmy NEWJ,FilmyNEWJ,UCJAgiQ_pIaZh-AwlVIigALg,@FilmyNEWJ,Hindi,news,2,13
9216,Hombale Films,Hombale Films,UCarJoVXH0T2pdtcHBu9J8Bw,@HombaleFilms,Kannada,entertainment,9,3
9217,DB Live,DB Live,UCBbpLKJLhIbDd_wX4ubU_Cw,@dblive,Hindi,news,2,13
9219,OTT India,OTT India,UCxSPAZUUQaAxx1q8o0YcM9g,@ottindia,Hindi,news,2,13
9221,Janam TV,Janam TV,UCNVkxRPqsBNejO6B9thG9Xw,@tvjanam,Malayalam,news,10,13
9222,Sandesh News,Sandesh News,UCiAH2s_M6nPfGZk-PpfyPkg,@sandeshnewstv,Gujarati,news,3,13
9223,Tamil Cricket News,Tamil Cricket News,UC4FUjHHzr753fv9vQ4mE32g,@tamilcricketnews,Tamil,cricket,6,18
9224,Telugu Buzz,Telugu Buzz,UCTNh21Nuh-nY5XZxg8cf4-w,@telugubuzzofficialchannel,Telugu,cricket,5,18
9228,Cricket Poster,Cricket Poster,UCnPPkj5JtkEae-bWwz_dY3w,@cricketposter,Telugu,cricket,5,18
9233,Telugu Bhakthi - తెలుగు భక్తి,Telugu Bhakthi - తెలుగు భక్తి,UCkQfTeInzwRAYXoo9Nfz2Fw,@telugubhakti,Telugu,spiritual,5,20
9234,Go Sport,Go Sport,UCAbtL_olLzW3QeQ-RAj73oA,@gosportyoutube,Bangla,cricket,7,18
